path,owner_issues,state
locales/en/commands/security/antiraid/whitelist/index.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/whitelist/list.json,#39;#40,source-reconciled
locales/en/commands/security/antiraid/whitelist/remove.json,#39;#40,source-reconciled
locales/en/commands/security/automod/blacklist/add.json,#39;#40,source-reconciled
locales/en/commands/security/automod/blacklist/clear.json,#39;#40,source-reconciled
locales/en/commands/security/automod/blacklist/index.json,#39;#40,source-reconciled
locales/en/commands/security/automod/blacklist/list.json,#39;#40,source-reconciled
locales/en/commands/security/automod/blacklist/remove.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filter/action.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filter/settings.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filter/threshold.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filter/toggle.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filters/index.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filters/malicious.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filters/nsfw.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filters/repetition.json,#39;#40,source-reconciled
locales/en/commands/security/automod/filters/walloftext.json,#39;#40,source-reconciled
locales/en/commands/security/automod/index.json,#39;#40,source-reconciled
locales/en/commands/security/automod/keywords/add.json,#39;#40,source-reconciled
locales/en/commands/security/automod/keywords/index.json,#39;#40,source-reconciled
locales/en/commands/security/automod/keywords/list.json,#39;#40,source-reconciled
locales/en/commands/security/automod/keywords/remove.json,#39;#40,source-reconciled
locales/en/commands/security/automod/regex/add.json,#39;#40,source-reconciled
locales/en/commands/security/automod/regex/index.json,#39;#40,source-reconciled
locales/en/commands/security/automod/regex/list.json,#39;#40,source-reconciled
locales/en/commands/security/automod/regex/remove.json,#39;#40,source-reconciled
locales/en/commands/security/automod/regex/test.json,#39;#40,source-reconciled
locales/en/commands/security/automod/settings.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/cap.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/decay.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/index.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/level.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/reset.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/set.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/settings.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/toggle.json,#39;#40,source-reconciled
locales/en/commands/security/automod/strikes/view.json,#39;#40,source-reconciled
locales/en/commands/security/automod/timeout.json,#39;#40,source-reconciled
locales/en/commands/security/automod/toggle.json,#39;#40,source-reconciled
locales/en/commands/security/automod/whitelist/add.json,#39;#40,source-reconciled
locales/en/commands/security/automod/whitelist/index.json,#39;#40,source-reconciled
locales/en/commands/security/automod/whitelist/list.json,#39;#40,source-reconciled
locales/en/commands/security/automod/whitelist/remove.json,#39;#40,source-reconciled
locales/en/commands/security/fakepermissions.json,#39;#40,source-reconciled
locales/en/commands/security/filter.json,#39;#40,source-reconciled
locales/en/commands/security/history/clear.json,#39;#40,source-reconciled
locales/en/commands/security/history/export.json,#39;#40,source-reconciled
locales/en/commands/security/history/index.json,#39;#40,source-reconciled
locales/en/commands/security/history/view.json,#39;#40,source-reconciled
locales/en/commands/security/incidents.json,#39;#40,source-reconciled
locales/en/commands/security/incidents/index.json,#39;#40,source-reconciled
locales/en/commands/security/incidents/list.json,#39;#40,source-reconciled
locales/en/commands/security/incidents/resolve.json,#39;#40,source-reconciled
locales/en/commands/security/incidents/search.json,#39;#40,source-reconciled
locales/en/commands/security/incidents/view.json,#39;#40,source-reconciled
locales/en/commands/security/index.json,#39;#40,source-reconciled
locales/en/commands/security/logs.json,#39;#40,source-reconciled
locales/en/commands/security/logs/index.json,#39;#40,source-reconciled
locales/en/commands/security/logs/remove.json,#39;#40,source-reconciled
locales/en/commands/security/logs/set.json,#39;#40,source-reconciled
locales/en/commands/security/logs/view.json,#39;#40,source-reconciled
locales/en/commands/server/alias/add.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/alias/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/alias/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/alias/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/alias/removeall.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/alias/reset.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/autopfp/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/autopfp/interval.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/autopfp/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/autopfp/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/autopfp/setup.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/autopfp/test.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/backup/create.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/backup/delete.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/backup/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/backup/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/backup/rename.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/backup/restore.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/backup/view.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boost/channel.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boost/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boost/message.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boost/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boost/settings.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boost/variables.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boost/view.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/base.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/color.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/create.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/delete.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/disable.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/filter/add.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/filter/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/filter/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/filter/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/hoist.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/icon.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/include.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/limit.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/rename.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/setup.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/share.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/shares/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/shares/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/shares/max.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/shares/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/boosterrole/sync.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/avatar.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/banner.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/bio.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/name.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/preset/apply.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/preset/create.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/preset/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/preset/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/customize/reset.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/fakepermissions/add.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/fakepermissions/clear.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/fakepermissions/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/fakepermissions/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/fakepermissions/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/feeds.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/blacklist.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/buttons.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/dmcreator.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/dmwinners.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/description.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/duration.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/image.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/maxlevel.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/minlevel.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/prize.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/thumbnail.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/edit/winners.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/end.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/reroll.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/setmax.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/start.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/template.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/giveaway/utils.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/goodbye/channel.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/goodbye/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/goodbye/message.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/goodbye/reset.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/goodbye/setup.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/goodbye/test.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/goodbye/view.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/ban.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/base.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/delete.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/hardban.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/imute.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/iunmute.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/jail.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/kick.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/reset.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/rmute.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/runmute.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/settings.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/setup.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/softban.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/strip.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/test.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/timeout.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/unban.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/unjail.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/untimeout.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/variables.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/invoke/warn.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/leave/channel.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/leave/message.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/leave/reset.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/leave/setup.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/leave/test.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/leave/view.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/add.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/ignore.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/leaderboard.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/live/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/live/text.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/live/voice.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/message/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/message/view.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/removexp.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/reset/all.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/reset/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/reset/user.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/roles.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/setlevel.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/setrate.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/setup.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/setxp.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/stackroles.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/stats.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/levels/sync.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/pagination/add.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/pagination/delete.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/pagination/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/pagination/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/pagination/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/pagination/restorereactions.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/pagination/set.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/pagination/update.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/prefix/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/prefix/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/prefix/self.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/prefix/set.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/banner.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/icon.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/name.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/notifications.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/splash.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/system.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/system/boost.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/system/welcome.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/set/system/welcome/sticker.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/add.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/attachments.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/color.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/ignore.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/jumpurl.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/list.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/move.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/timestamp.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/starboard/unignore.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/add.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/button.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/category.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/claim.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/close.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/delete.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/handlers.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/message.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/panel.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/rename.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/reset.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/settings/dms.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/settings/inactivity.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/settings/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/settings/limit.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/settings/logs.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/settings/rating.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/settings/vouch.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/setup.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/support.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/topics/add.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/topics/category.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/topics/embed.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/topics/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/topics/remove.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/topics/role.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/transcript.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/ticket/unclaim.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/welcome/channel.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/welcome/index.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/welcome/message.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/welcome/reset.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/welcome/setup.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/welcome/test.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/server/welcome/view.json,#41;#43;#44;#45;#46;#47;#50,source-reconciled
locales/en/commands/settings/autoplay.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/award/add.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/award/index.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/award/list.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/award/remove.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/baserole.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disable/channel.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disable/command.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disable/enable.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disable/index.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disable/list.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disable/reset.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disable/role.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disable/whitelist.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/disablecustomfms.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/dj.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/embed.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/enable.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/imuted.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/index.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/jail.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/modlog.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/quote.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/resetcases.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/restrict/allow.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/restrict/deny.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/restrict/index.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/restrict/list.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/restrict/remove.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/restrict/reset.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/rmuted.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/settings.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/snipeProtect.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/staff/add.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/staff/list.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/tags.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/vcrole.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/warn.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
locales/en/commands/settings/warn/punishment/add.json,#36;#37;#41;#43;#54;#57;#58,source-reconciled
